Angle(deg) Distance(cm) Spread(cm)
4	114	0,75
4	114	0,75
4	112	0,75
4	88	0,75
4	114	0,75
13	128	0,25
13	126	0,25
13	125	0,25
13	88	0,25
13	125	0,25
22	166	1,25
22	172	1,75
22	176	0,75
22	184	0,75
22	168	6,25
31	214	3,25
31	218	5,75
31	210	5,25
31	219	0,25
31	215	3,75
40	228	12,25
40	234	11,25
40	229	11,75
40	256	4,25
40	242	3,25
49	218	4,25
49	248	3,75
49	246	11,25
49	208	4,25
49	249	0,25
