{Distace (m)} {Speed 50 Procent} {Speed 75 Procent} {Speed 100 Procent}
1	2.72	2.1		1.36
2	2.86	1.72	1.22
3	2.88	1.79	1.38
4	2.88	1.88	1.32
5	2.95	1.93	1.3

