Angle(deg) Distance(cm) Spread(cm)
4	110	3,75
4	122	6,25
4	116	5,75
4	120	6,25
4	118	5,75
13	124	7,25
13	126	1,25
13	132	1,25
13	139	2,25
13	139	1,25
22	183	1,75
22	181	5,25
22	174	3,75
22	176	4,75
22	106	0,25
31	215	1,25
31	205	6,25
31	205	3,25
31	148	5,25
31	221	5,75
40	139	3,25
40	149	4,25
40	230	7,25
40	140	3,25
40	248	3,25
49	191	3,75
49	162	3,25
49	229	4,75
49	244	0,25
49	245	1,25
